id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,source
li-4119553747,linkedin,https://www.linkedin.com/jobs/view/4119553747,,CD&E-Cybersecurity-ServiceNow developer - Senior Associate - Bangalore,PwC Acceleration Centers in India,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-acs-in-india,,,,,,,linkedin
li-4145821789,linkedin,https://www.linkedin.com/jobs/view/4145821789,,Senior Software Engineer | SAP S/4HANA Fi Functional with migration | 4 to 12 years | PAN INDIA,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4053399925,linkedin,https://www.linkedin.com/jobs/view/4053399925,,Senior Software Engineer_Fullstack,LinkedIn,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/linkedin,,,,,,,linkedin
li-4058206184,linkedin,https://www.linkedin.com/jobs/view/4058206184,,Senior Software Engineer,Microsoft,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4117239927,linkedin,https://www.linkedin.com/jobs/view/4117239927,,Senior Software Engineer,Microsoft,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4102541369,linkedin,https://www.linkedin.com/jobs/view/4102541369,,"Senior Software Engineer, Machine Learning",LinkedIn,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/linkedin,,,,,,,linkedin
li-4079332801,linkedin,https://www.linkedin.com/jobs/view/4079332801,,Senior Software Engineer,Microsoft,"Jammu & Kashmir, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4127170157,linkedin,https://www.linkedin.com/jobs/view/4127170157,,Principal Software Engineer Manager,Microsoft,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4119692680,linkedin,https://www.linkedin.com/jobs/view/4119692680,,Senior Software Engineer,Zynga,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/zynga,,,,,,,linkedin
li-4145817710,linkedin,https://www.linkedin.com/jobs/view/4145817710,,Senior Software Engineer,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4145820473,linkedin,https://www.linkedin.com/jobs/view/4145820473,,Senior Software Engineer,Capgemini Cloud,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4116221648,linkedin,https://www.linkedin.com/jobs/view/4116221648,,Back End Developer Core,IBM,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ibm,,,,,,,linkedin
li-4029154053,linkedin,https://www.linkedin.com/jobs/view/4029154053,,Senior Software Engineer,Thales,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://fr.linkedin.com/company/thales,,,,,,,linkedin
li-4061118607,linkedin,https://www.linkedin.com/jobs/view/4061118607,,IN_Senior Associate_ Dot Net Developer Engineer_D&A_Advisory_Mumbai,PwC India,"Mumbai, Maharashtra, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-india,,,,,,,linkedin
li-4128414438,linkedin,https://www.linkedin.com/jobs/view/4128414438,,"Senior Software Engineer, Security/Privacy, Google Cloud",Google,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4098700341,linkedin,https://www.linkedin.com/jobs/view/4098700341,,Senior Java Developer,EPAM Systems,"Delhi, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/epam-systems,,,,,,,linkedin
li-4094463441,linkedin,https://www.linkedin.com/jobs/view/4094463441,,Principal Software Developer,Oracle,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4109187423,linkedin,https://www.linkedin.com/jobs/view/4109187423,,Java Full-Stack Senior Software Engineer,Ceragon Networks,"Bangalore Urban, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ceragon-networks,,,,,,,linkedin
li-4098700330,linkedin,https://www.linkedin.com/jobs/view/4098700330,,Senior Java Developer,EPAM Systems,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/epam-systems,,,,,,,linkedin
li-4051895050,linkedin,https://www.linkedin.com/jobs/view/4051895050,,Senior Software Engineer,Logitech,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/logitech,,,,,,,linkedin
li-4147448272,linkedin,https://www.linkedin.com/jobs/view/4147448272,,Join Us as a Marketing Co-Founder at Plattr Tech Studio!,Plattr Tech Studio,"Madurai, Tamil Nadu, India",2025-02-08,,,,,,,,,,,,,,https://in.linkedin.com/company/plattr-tech-studio,,,,,,,linkedin
li-4145819825,linkedin,https://www.linkedin.com/jobs/view/4145819825,,NA Media & Tech Lead,Capgemini Cloud,"Mumbai, Maharashtra, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4045648783,linkedin,https://www.linkedin.com/jobs/view/4045648783,,IN_Manager_Tech Lead Payments_FS tech _Advisory _Mumbai,PwC India,"Mumbai, Maharashtra, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-india,,,,,,,linkedin
li-4148034888,linkedin,https://www.linkedin.com/jobs/view/4148034888,,Co-founder (Technology),illpeoplemusic,"Chandigarh, Chandigarh, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/illpeoplemusic,,,,,,,linkedin
li-4147507822,linkedin,https://www.linkedin.com/jobs/view/4147507822,,Director - Sales Development (Global),CleverTap,"Bengaluru North, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/clevertap,,,,,,,linkedin
li-4148308338,linkedin,https://www.linkedin.com/jobs/view/4148308338,,Salesforce Tech Lead,IQTreeTechSoft,"Mumbai, Maharashtra, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/iqtreetechsoft,,,,,,,linkedin
li-4145848595,linkedin,https://www.linkedin.com/jobs/view/4145848595,,Co-Founder,Aivox,"New Delhi, Delhi, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/aivox1,,,,,,,linkedin
li-4147513340,linkedin,https://www.linkedin.com/jobs/view/4147513340,,"Enterprise Data Architect | 12 to 15 YoE | US-based Cloud, Data and AI services organisation | Bangalore | 55 LPA",Geektrust,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/geektrust,,,,,,,linkedin
li-4147784330,linkedin,https://www.linkedin.com/jobs/view/4147784330,,"Senior SDE, Amazon Q Business",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-web-services,,,,,,,linkedin
li-4130388180,linkedin,https://www.linkedin.com/jobs/view/4130388180,,Senior Software Engineer- Tech Support,3Pillar,,null,,,,,,,,,,,,,,https://www.linkedin.com/company/3pillar,,,,,,,linkedin
li-4122040549,linkedin,https://www.linkedin.com/jobs/view/4122040549,,Salesforce Administrator - REMOTE,Uplers,"Mysore, Karnataka, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/weareuplers,,,,,,,linkedin
li-4053725225,linkedin,https://www.linkedin.com/jobs/view/4053725225,,Technical Architect/Tech Lead(Java Full Stack)-IC role,HiLabs,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/hilabsinc,,,,,,,linkedin
li-4087138695,linkedin,https://www.linkedin.com/jobs/view/4087138695,,"SENIOR MANAGER, FInullCE",Walmart Global Tech India,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/walmartglobaltechindia,,,,,,,linkedin
li-4145846718,linkedin,https://www.linkedin.com/jobs/view/4145846718,,Training Specialist – AI | ML | Python | PySpark | NoSQL,ChabezTech LLC,"Chennai, Tamil Nadu, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/chabeztech-llc,,,,,,,linkedin
li-4145819500,linkedin,https://www.linkedin.com/jobs/view/4145819500,,FCC Sales Lead | 15+ Years of Experience | PAN India,Capgemini Cloud,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4102739346,linkedin,https://www.linkedin.com/jobs/view/4102739346,,DE-AE-JAVA Manager-GDSF04,EY,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://uk.linkedin.com/company/ernstandyoung,,,,,,,linkedin
li-4147795834,linkedin,https://www.linkedin.com/jobs/view/4147795834,,Chief Executive Officer (CEO) Virtual Reality,Mayaavi LLC,"Chennai, Tamil Nadu, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/mayaavi,,,,,,,linkedin
li-4147781676,linkedin,https://www.linkedin.com/jobs/view/4147781676,,Associate Business Head -  Surat,PW (PhysicsWallah),"Surat, Gujarat, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/physicswallah,,,,,,,linkedin
li-4087996000,linkedin,https://www.linkedin.com/jobs/view/4087996000,,Procurement Transformation Manager,Unisys,"Bangalore Urban, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/unisys,,,,,,,linkedin
li-4120983538,linkedin,https://www.linkedin.com/jobs/view/4120983538,,"Senior Risk Manager, Transportation Risk & Compliance",Amazon,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon,,,,,,,linkedin
li-4112637594,linkedin,https://www.linkedin.com/jobs/view/4112637594,,Associate Engineering Manager,ASSA ABLOY Group,"Chennai, Tamil Nadu, India",null,,,,,,,,,,,,,,https://se.linkedin.com/company/assaabloy,,,,,,,linkedin
li-4124754093,linkedin,https://www.linkedin.com/jobs/view/4124754093,,Software Developer Senior Specialist - AI/ML Engineer,Nasdaq,"Bengaluru East, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/nasdaq,,,,,,,linkedin
li-4108501891,linkedin,https://www.linkedin.com/jobs/view/4108501891,,Trader,MiQ,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/miq-digital,,,,,,,linkedin
li-4145821789,linkedin,https://www.linkedin.com/jobs/view/4145821789,,Senior Software Engineer | SAP S/4HANA Fi Functional with migration | 4 to 12 years | PAN INDIA,Capgemini Cloud,"Pune, Maharashtra, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4148016372,linkedin,https://www.linkedin.com/jobs/view/4148016372,,B2B Sales Head,TinkerTodz,"Kochi, Kerala, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/tinkertodz,,,,,,,linkedin
li-4145820537,linkedin,https://www.linkedin.com/jobs/view/4145820537,,Lead Software Engineer,Capgemini Cloud,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4079332801,linkedin,https://www.linkedin.com/jobs/view/4079332801,,Senior Software Engineer,Microsoft,"Jammu & Kashmir, India",null,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4145817710,linkedin,https://www.linkedin.com/jobs/view/4145817710,,Senior Software Engineer,Capgemini Cloud,"Pune, Maharashtra, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4092508201,linkedin,https://www.linkedin.com/jobs/view/4092508201,,"(IND) SENIOR, SOFTWARE ENGINEER",Walmart Global Tech India,"Bengaluru, Karnataka, India",null,,,,,,,,,,,,,,https://in.linkedin.com/company/walmartglobaltechindia,,,,,,,linkedin
li-4145824050,linkedin,https://www.linkedin.com/jobs/view/4145824050,,Senior Software Engineer,Capgemini Cloud,"Mumbai, Maharashtra, India",null,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4147565402,linkedin,https://www.linkedin.com/jobs/view/4147565402,,"Manager 2, Software Engineering",ModMed India,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/modmed-india,,,,,,,linkedin
li-4059304726,linkedin,https://www.linkedin.com/jobs/view/4059304726,,"Software Engineering Manager, Cloud TV",Roku,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/roku,,,,,,,linkedin
li-4110068442,linkedin,https://www.linkedin.com/jobs/view/4110068442,,Assistant Director of Engineering,Hyatt,"Bikram, Bihar, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/hyatt,,,,,,,linkedin
li-3928975228,linkedin,https://www.linkedin.com/jobs/view/3928975228,,Engineering Manager,DISCO,"Gurugram, Haryana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/csdisco,,,,,,,linkedin
li-4108519036,linkedin,https://www.linkedin.com/jobs/view/4108519036,,Deputy Manager - Manufacturing Engineering,Aptiv,"Kochi, Kerala, India",,,,,,,,,,,,,,,https://ch.linkedin.com/company/aptiv,,,,,,,linkedin
li-4124744914,linkedin,https://www.linkedin.com/jobs/view/4124744914,,"Director, Engineering",MongoDB,"Gurugram, Haryana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/mongodbinc,,,,,,,linkedin
li-4095099661,linkedin,https://www.linkedin.com/jobs/view/4095099661,,Director of Engineering,WeKan Enterprise Solutions,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/wekanenterprisesolutions,,,,,,,linkedin
li-4122955120,linkedin,https://www.linkedin.com/jobs/view/4122955120,,"Engineering Manager, Platform - Risk Engineering",Coinbase,,,,,,,,,,,,,,,,https://www.linkedin.com/company/coinbase,,,,,,,linkedin
li-4124982893,linkedin,https://www.linkedin.com/jobs/view/4124982893,,Software Engineering Manager,Microsoft,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4145822355,linkedin,https://www.linkedin.com/jobs/view/4145822355,,Software Engineering Team Manager,Capgemini Cloud,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4106388849,linkedin,https://www.linkedin.com/jobs/view/4106388849,,Engineering Manager - Pumps Division,Nikkiso Clean Energy & Industrial Gases,"Vadodara, Gujarat, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/nikkiso-ceig,,,,,,,linkedin
li-4145824131,linkedin,https://www.linkedin.com/jobs/view/4145824131,,Software Engineering Unit Manager,Capgemini Cloud,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4084876916,linkedin,https://www.linkedin.com/jobs/view/4084876916,,"Data center Engineering Operations Manager, Infraops",Amazon Web Services (AWS),,,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-web-services,,,,,,,linkedin
li-4113942939,linkedin,https://www.linkedin.com/jobs/view/4113942939,,QC Technical Manager,Ubisoft India Studios,,,,,,,,,,,,,,,,https://in.linkedin.com/company/ubisoftin,,,,,,,linkedin
li-4086926101,linkedin,https://www.linkedin.com/jobs/view/4086926101,,Software Development Manager,Oracle,"Trivandrum, Kerala, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4079649325,linkedin,https://www.linkedin.com/jobs/view/4079649325,,Principal Software Engineering Manager,Microsoft,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4145633495,linkedin,https://www.linkedin.com/jobs/view/4145633495,,Director of Product Engineering,ManageArtworks,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/manage-artworks,,,,,,,linkedin
li-4122021140,linkedin,https://www.linkedin.com/jobs/view/4122021140,,"Engineering Manager, Front End/ Full Stack (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://sg.linkedin.com/company/agoda,,,,,,,linkedin
li-3965135260,linkedin,https://www.linkedin.com/jobs/view/3965135260,,Senior Engineering Manager - Backend,Databricks,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/databricks,,,,,,,linkedin
li-4095424267,linkedin,https://www.linkedin.com/jobs/view/4095424267,,"Director, Solutions Engineering - Mumbai, India",HashiCorp,"Mumbai, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/hashicorp,,,,,,,linkedin
li-3993513985,linkedin,https://www.linkedin.com/jobs/view/3993513985,,Engineering Lead Manager,Index Exchange,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://ca.linkedin.com/company/index-platform,,,,,,,linkedin
li-4028549456,linkedin,https://www.linkedin.com/jobs/view/4028549456,,SAP Engineering Manager,EPAM Systems,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/epam-systems,,,,,,,linkedin
li-4116220072,linkedin,https://www.linkedin.com/jobs/view/4116220072,,"Software Engineering Manager, Billing Finullce",Google,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4053920222,linkedin,https://www.linkedin.com/jobs/view/4053920222,,Software Engineering Manager,Avathon,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/avathonai,,,,,,,linkedin
li-4122024025,linkedin,https://www.linkedin.com/jobs/view/4122024025,,"Engineering Manager in Back End (Bangkok based, relocation provided)",Agoda,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://sg.linkedin.com/company/agoda,,,,,,,linkedin
li-4121503606,linkedin,https://www.linkedin.com/jobs/view/4121503606,,Python Engineering Manager,Spreetail,,,,,,,,,,,,,,,,https://www.linkedin.com/company/spreetail,,,,,,,linkedin
li-3964537134,linkedin,https://www.linkedin.com/jobs/view/3964537134,,Manager Engineering,intelliflo,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://uk.linkedin.com/company/intelliflo,,,,,,,linkedin
li-4147783056,linkedin,https://www.linkedin.com/jobs/view/4147783056,,"Director, Software Engineering (Java, 15+ years' experience)",Visa,"Bengaluru East, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/visa,,,,,,,linkedin
li-4145880494,linkedin,https://www.linkedin.com/jobs/view/4145880494,,Hardware Engineering Program Manager,Microsoft Power Platform Community,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft-power-platform-community,,,,,,,linkedin
li-3938157400,linkedin,https://www.linkedin.com/jobs/view/3938157400,,"Manager, Software Engineering-Backend(Consumer Team),Hyderabad",Warner Bros. Discovery,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/warner-bros-discovery,,,,,,,linkedin
li-4059304726,linkedin,https://www.linkedin.com/jobs/view/4059304726,,"Software Engineering Manager, Cloud TV",Roku,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/roku,,,,,,,linkedin
li-4147565402,linkedin,https://www.linkedin.com/jobs/view/4147565402,,"Manager 2, Software Engineering",ModMed India,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/modmed-india,,,,,,,linkedin
li-3928975228,linkedin,https://www.linkedin.com/jobs/view/3928975228,,Engineering Manager,DISCO,"Gurugram, Haryana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/csdisco,,,,,,,linkedin
li-4122955120,linkedin,https://www.linkedin.com/jobs/view/4122955120,,"Engineering Manager, Platform - Risk Engineering",Coinbase,,,,,,,,,,,,,,,,https://www.linkedin.com/company/coinbase,,,,,,,linkedin
li-4124982893,linkedin,https://www.linkedin.com/jobs/view/4124982893,,Software Engineering Manager,Microsoft,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4099909314,linkedin,https://www.linkedin.com/jobs/view/4099909314,,Sr. Engineering Manager,Nextiva,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/nextiva,,,,,,,linkedin
li-4147750511,linkedin,https://www.linkedin.com/jobs/view/4147750511,,Lead Quality Assurance Engineer,Impetus,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/impetus,,,,,,,linkedin
li-4109281814,linkedin,https://www.linkedin.com/jobs/view/4109281814,,Principal Engineering Manager,Microsoft,"Andhra Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-3965135260,linkedin,https://www.linkedin.com/jobs/view/3965135260,,Senior Engineering Manager - Backend,Databricks,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/databricks,,,,,,,linkedin
li-4079649325,linkedin,https://www.linkedin.com/jobs/view/4079649325,,Principal Software Engineering Manager,Microsoft,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4123389166,linkedin,https://www.linkedin.com/jobs/view/4123389166,,"Engineering Manager, Cloud SQL, Databases",Google,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4118941935,linkedin,https://www.linkedin.com/jobs/view/4118941935,,"Engineering Manager, Cloud Databases, Generative AI",Google,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4145824131,linkedin,https://www.linkedin.com/jobs/view/4145824131,,Software Engineering Unit Manager,Capgemini Cloud,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4147448779,linkedin,https://www.linkedin.com/jobs/view/4147448779,,Senior Mechanical Design Engineer,Scichip Robotics Private Limited,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/scichip,,,,,,,linkedin
li-4098220414,linkedin,https://www.linkedin.com/jobs/view/4098220414,,Principal Engineering Manager,Microsoft,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/microsoft,,,,,,,linkedin
li-4055761856,linkedin,https://www.linkedin.com/jobs/view/4055761856,,Engineering Manager,Trimble Inc.,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/trimble,,,,,,,linkedin
li-4015658451,linkedin,https://www.linkedin.com/jobs/view/4015658451,,Lead Product Engineer (Frontend),Sprinklr,"Gurgaon, Haryana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/sprinklr,,,,,,,linkedin
li-4116220072,linkedin,https://www.linkedin.com/jobs/view/4116220072,,"Software Engineering Manager, Billing Finullce",Google,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4128231249,linkedin,https://www.linkedin.com/jobs/view/4128231249,,IN_Senior Associate_Data Engineer-- Data and Analytics_Advisory_Pan India,PwC India,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-india,,,,,,,linkedin
li-4122021140,linkedin,https://www.linkedin.com/jobs/view/4122021140,,"Engineering Manager, Front End/ Full Stack (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://sg.linkedin.com/company/agoda,,,,,,,linkedin
li-4127576546,linkedin,https://www.linkedin.com/jobs/view/4127576546,,IN_Senior Manager_Data Engineer_Data and Analytics_Advisory_Pan India,PwC India,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-india,,,,,,,linkedin
li-4145857443,linkedin,https://www.linkedin.com/jobs/view/4145857443,,Principal Engineer - Hydrogeologist,WSP in India,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/wsp-consultants-india-ltd,,,,,,,linkedin
li-4028549456,linkedin,https://www.linkedin.com/jobs/view/4028549456,,SAP Engineering Manager,EPAM Systems,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/epam-systems,,,,,,,linkedin
li-4138402365,linkedin,https://www.linkedin.com/jobs/view/4138402365,,"Senior Lead Engineer - Testing (Automation, Selenium/cypress)",FIS,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/fis,,,,,,,linkedin
li-4147784330,linkedin,https://www.linkedin.com/jobs/view/4147784330,,"Senior SDE, Amazon Q Business",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-web-services,,,,,,,linkedin
